"";"County Name";"Population"
"638";"Archer";"8344"
"639";"Archer";"8344"
"640";"Archer";"8344"
"641";"Archer";"8344"
"642";"Archer";"8344"
"643";"Archer";"8344"
"644";"Archer";"8344"
"645";"Archer";"8344"
"646";"Archer";"8344"
"647";"Archer";"8344"
"648";"Archer";"8344"
"649";"Archer";"8344"
"650";"Archer";"8344"
"651";"Archer";"8344"
"652";"Archer";"8344"
"653";"Archer";"8344"
"654";"Archer";"8344"
"655";"Archer";"8344"
"656";"Archer";"8344"
"657";"Archer";"8344"
"658";"Archer";"8344"
"659";"Archer";"8344"
"660";"Archer";"8344"
"661";"Archer";"8344"
"662";"Archer";"8344"
"663";"Archer";"8344"
"664";"Archer";"8344"
"665";"Archer";"8344"
"666";"Archer";"8344"
"667";"Archer";"8344"
"668";"Archer";"8344"
"669";"Archer";"8344"
"670";"Archer";"8344"
"671";"Archer";"8344"
"672";"Archer";"8344"
"673";"Archer";"8344"
"674";"Archer";"8344"
"675";"Archer";"8344"
"676";"Archer";"8344"
"677";"Archer";"8344"
"678";"Archer";"8344"
"679";"Archer";"8344"
"680";"Archer";"8344"
"681";"Archer";"8344"
"682";"Archer";"8344"
"683";"Archer";"8344"
"684";"Archer";"8344"
"685";"Archer";"8344"
"686";"Armstrong";"1948"
"687";"Armstrong";"1948"
"688";"Armstrong";"1948"
"689";"Armstrong";"1948"
"690";"Armstrong";"1948"
"691";"Armstrong";"1948"
"692";"Armstrong";"1948"
"693";"Armstrong";"1948"
"694";"Armstrong";"1948"
"695";"Armstrong";"1948"
"696";"Armstrong";"1948"
"697";"Armstrong";"1948"
"698";"Armstrong";"1948"
"699";"Armstrong";"1948"
"700";"Armstrong";"1948"
"701";"Armstrong";"1948"
"702";"Armstrong";"1948"
"703";"Armstrong";"1948"
"704";"Armstrong";"1948"
"705";"Armstrong";"1948"
"706";"Armstrong";"1948"
"707";"Armstrong";"1948"
"708";"Armstrong";"1948"
"709";"Armstrong";"1948"
"710";"Armstrong";"1948"
"711";"Armstrong";"1948"
"712";"Armstrong";"1948"
"713";"Armstrong";"1948"
"714";"Armstrong";"1948"
"715";"Armstrong";"1948"
"716";"Armstrong";"1948"
"717";"Armstrong";"1948"
"718";"Armstrong";"1948"
"719";"Armstrong";"1948"
"720";"Armstrong";"1948"
"721";"Armstrong";"1948"
"722";"Armstrong";"1948"
"723";"Armstrong";"1948"
"724";"Armstrong";"1948"
"725";"Armstrong";"1948"
"726";"Armstrong";"1948"
"727";"Armstrong";"1948"
"728";"Armstrong";"1948"
"729";"Armstrong";"1948"
"730";"Armstrong";"1948"
"731";"Armstrong";"1948"
"732";"Armstrong";"1948"
"733";"Armstrong";"1948"
"734";"Armstrong";"1948"
"735";"Armstrong";"1948"
"736";"Armstrong";"1948"
"737";"Armstrong";"1948"
"738";"Armstrong";"1948"
"739";"Armstrong";"1948"
"740";"Armstrong";"1948"
"741";"Armstrong";"1948"
"742";"Armstrong";"1948"
"743";"Armstrong";"1948"
"744";"Armstrong";"1948"
"745";"Armstrong";"1948"
"746";"Armstrong";"1948"
"747";"Armstrong";"1948"
"748";"Armstrong";"1948"
"749";"Armstrong";"1948"
"750";"Armstrong";"1948"
"751";"Armstrong";"1948"
"752";"Armstrong";"1948"
"753";"Armstrong";"1948"
"754";"Armstrong";"1948"
"755";"Armstrong";"1948"
"756";"Armstrong";"1948"
"757";"Armstrong";"1948"
"758";"Armstrong";"1948"
"759";"Armstrong";"1948"
"760";"Armstrong";"1948"
"761";"Armstrong";"1948"
"762";"Armstrong";"1948"
"763";"Armstrong";"1948"
"764";"Armstrong";"1948"
"765";"Armstrong";"1948"
"766";"Armstrong";"1948"
"767";"Armstrong";"1948"
"768";"Armstrong";"1948"
"769";"Armstrong";"1948"
"770";"Armstrong";"1948"
"771";"Armstrong";"1948"
"772";"Armstrong";"1948"
"773";"Armstrong";"1948"
"774";"Armstrong";"1948"
"775";"Armstrong";"1948"
"776";"Armstrong";"1948"
"777";"Armstrong";"1948"
"778";"Armstrong";"1948"
"779";"Armstrong";"1948"
"780";"Armstrong";"1948"
"781";"Armstrong";"1948"
"782";"Armstrong";"1948"
"783";"Armstrong";"1948"
"784";"Armstrong";"1948"
"785";"Armstrong";"1948"
"786";"Armstrong";"1948"
"787";"Armstrong";"1948"
"788";"Armstrong";"1948"
"789";"Armstrong";"1948"
"790";"Armstrong";"1948"
"791";"Armstrong";"1948"
"792";"Armstrong";"1948"
"793";"Armstrong";"1948"
"794";"Armstrong";"1948"
"795";"Armstrong";"1948"
"796";"Armstrong";"1948"
"797";"Armstrong";"1948"
"798";"Armstrong";"1948"
"799";"Armstrong";"1948"
"800";"Armstrong";"1948"
"801";"Armstrong";"1948"
"802";"Armstrong";"1948"
"803";"Armstrong";"1948"
"804";"Armstrong";"1948"
"805";"Armstrong";"1948"
"806";"Armstrong";"1948"
"807";"Armstrong";"1948"
"808";"Armstrong";"1948"
"809";"Armstrong";"1948"
"810";"Armstrong";"1948"
"811";"Armstrong";"1948"
"812";"Armstrong";"1948"
"813";"Armstrong";"1948"
"814";"Armstrong";"1948"
"815";"Armstrong";"1948"
"816";"Armstrong";"1948"
"817";"Armstrong";"1948"
"818";"Armstrong";"1948"
"819";"Armstrong";"1948"
"820";"Armstrong";"1948"
"821";"Armstrong";"1948"
"822";"Armstrong";"1948"
"823";"Atascosa";"51831"
"824";"Atascosa";"51831"
"825";"Atascosa";"51831"
"826";"Atascosa";"51831"
"827";"Atascosa";"51831"
"828";"Atascosa";"51831"
"829";"Atascosa";"51831"
"830";"Atascosa";"51831"
"831";"Atascosa";"51831"
"832";"Atascosa";"51831"
"833";"Atascosa";"51831"
"834";"Atascosa";"51831"
"835";"Atascosa";"51831"
"836";"Atascosa";"51831"
"837";"Atascosa";"51831"
"838";"Atascosa";"51831"
"839";"Atascosa";"51831"
"840";"Atascosa";"51831"
"841";"Atascosa";"51831"
"842";"Atascosa";"51831"
"843";"Atascosa";"51831"
"844";"Atascosa";"51831"
